Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Hake,Demersal,0.0475,0.0425,33.13
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Lemon Sole,Demersal,0.7677,0.8894,5963.02
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Lobsters,Shellfish,0.0075,0.0075,138.86
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Megrim,Demersal,0.2999,0.283,529
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Monks or Anglers,Demersal,4.7307,1.6846,15573.51
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Mullet,Demersal,0.0756,0.0756,208.96
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Other Demersal,Demersal,1.3711,1.9421,1274.51
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Other Shellfish,Shellfish,0.7349,0.7349,1577.14
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Plaice,Demersal,2.8481,2.7125,8345.28
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Scallops,Shellfish,0.3282,0.3282,1515.58
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Skates and Rays,Demersal,0.2966,0.1576,198.8
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Sole,Demersal,1.1886,1.1413,15165.71
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Squid,Shellfish,0.5763,0.5763,3944.17
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Turbot,Demersal,0.1397,0.1283,1689.81
11,Penzance,Cornwall and Isles of Scilly,England,UK,Over10m,Whiting,Demersal,0.2968,0.2369,157.79
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Cod,Demersal,26.2637,22.4474,76923.58
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Haddock,Demersal,10.4923,8.9679,15386.83
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Hake,Demersal,56.4593,50.8638,139233.54
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Halibut,Demersal,0.0722,0.0669,596.09
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Ling,Demersal,22.5087,19.7443,53999.54
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Megrim,Demersal,2.9948,2.8256,4255.07
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Monks or Anglers,Demersal,8.4733,6.9457,32627.1
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Other Demersal,Demersal,2.8349,2.738,8785.74
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Pollack (Lythe),Demersal,0.5118,0.4374,1686.48
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Saithe,Demersal,474.456,398.7624,553754.54
11,Peterhead,North Eastern Scotland,Scotland,France,Unknown,Whiting,Demersal,0.8662,0.7341,1400.89
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Brill,Demersal,0.0088,0.008,61.12
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Cod,Demersal,35.3545,30.1735,68192.11
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Haddock,Demersal,28.6392,24.6426,38442.3
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Hake,Demersal,39.644,35.5659,80378.53
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Halibut,Demersal,0.5729,0.529,4549.4
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Lemon Sole,Demersal,0.1891,0.18,930.6
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Ling,Demersal,42.023,35.8975,63538.61
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Mackerel,Pelagic,1.7895,1.7895,1861.08
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Megrim,Demersal,0.4728,0.446,1556.54
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Monks or Anglers,Demersal,18.6946,15.3946,63117.46
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Other Demersal,Demersal,1.7925,1.5503,1751.68
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Plaice,Demersal,0.4714,0.447,1139.85
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Pollack (Lythe),Demersal,3.2131,2.7728,9177.81
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Saithe,Demersal,146.8117,123.263,89982.01
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Squid,Shellfish,0.756,0.756,3394.44
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Turbot,Demersal,0.4434,0.406,4616.22
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Whiting,Demersal,15.2512,14.916,18248.04
11,Peterhead,North Eastern Scotland,Scotland,Norway,Over10m,Witch,Demersal,0.7838,0.7385,864.05
11,Peterhead,North Eastern Scotland,Scotland,Norway,Unknown,Herring,Pelagic,0.5,0.5,73.57
11,Peterhead,North Eastern Scotland,Scotland,Norway,Unknown,Mackerel,Pelagic,90.789,90.789,100936
11,Peterhead,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,14.8984,14.8984,44779.63
11,Peterhead,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.4978,0.4978,8974.74
11,Peterhead,North Eastern Scotland,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.0643,0.0643,0
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Brill,Demersal,0.1974,0.181,1265.01
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Cod,Demersal,917.5058,784.086,2004681.98
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,2.436,2.31,6258.54
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Dogfish,Demersal,4.2741,4.1961,1287.79
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Gurnard,Demersal,38.6406,38.5846,16813.64
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,1507.7766,1337.722,2081872.34
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Hake,Demersal,240.2343,214.6871,612365.13
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Halibut,Demersal,8.2212,7.5628,62150.18
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Herring,Pelagic,34.859,34.859,7773.6
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Lemon Sole,Demersal,22.7867,21.5494,110216.18
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Ling,Demersal,62.1943,54.3568,109910.84
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.0326,0.0326,556.5
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Mackerel,Pelagic,14349.0937,14349.0937,16907416.64
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Megrim,Demersal,32.5567,30.7252,103889.85
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,205.0541,168.3207,735623.55
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,134.3713,94.2297,473265.54
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Other Demersal,Demersal,9.3587,8.3545,27216.49
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,0.5854,0.5854,525
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Plaice,Demersal,125.8157,119.6746,251757.78
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Pollack (Lythe),Demersal,15.4594,13.3717,55789.39
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Saithe,Demersal,650.9895,546.5082,544386.08
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,0.1291,0.1291,208.78
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Skates and Rays,Demersal,18.7787,16.7581,15516.47
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Sole,Demersal,0.024,0.0231,70.01
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Squid,Shellfish,72.3432,72.3432,224324.99
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Turbot,Demersal,1.7072,1.5652,17947.61
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Whiting,Demersal,505.6448,486.2772,629053.17
11,Peterhead,North Eastern Scotland,Scotland,UK,Over10m,Witch,Demersal,33.8126,31.875,42713.31
11,Pittenweem,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,10.207,10.207,32951.4
11,Pittenweem,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,2.3327,2.3327,43481.53
11,Pittenweem,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,9.2326,6.5924,40961.39
11,Pittenweem,Eastern Scotland,Scotland,UK,10m&Under,Other Shellfish,Shellfish,4.539,4.539,38993.91
11,Pittenweem,Eastern Scotland,Scotland,UK,10m&Under,Squid,Shellfish,0.033,0.033,107.25
11,Pittenweem,Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,0.03,0.03,29.4
11,Pittenweem,Eastern Scotland,Scotland,UK,Over10m,Halibut,Demersal,0.0422,0.039,282.54
11,Pittenweem,Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.1647,0.135,467.14
11,Pittenweem,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,66.1883,37.5439,194379.43
11,Pittenweem,Eastern Scotland,Scotland,UK,Over10m,Other Shellfish,Shellfish,1.328,1.328,12177.76
11,Plymouth,Devon,England,UK,10m&Under,Bass,Demersal,1.4144,1.4144,12066.51
11,Plymouth,Devon,England,UK,10m&Under,Bream,Demersal,0.0024,0.0024,12.45
11,Plymouth,Devon,England,UK,10m&Under,Brill,Demersal,0.0763,0.0707,568.45
11,Plymouth,Devon,England,UK,10m&Under,Cod,Demersal,0.0272,0.0237,92.77
11,Plymouth,Devon,England,UK,10m&Under,Crabs,Shellfish,4.6007,4.3433,8899.21
11,Plymouth,Devon,England,UK,10m&Under,Cuttlefish,Shellfish,2.0909,2.0909,6652.38
11,Plymouth,Devon,England,UK,10m&Under,Dogfish,Demersal,0.174,0.174,60.17
11,Plymouth,Devon,England,UK,10m&Under,Gurnard,Demersal,0.558,0.558,423.72
11,Plymouth,Devon,England,UK,10m&Under,Haddock,Demersal,0.0044,0.0038,8.17
11,Plymouth,Devon,England,UK,10m&Under,Hake,Demersal,0.0317,0.029,16.24
11,Plymouth,Devon,England,UK,10m&Under,Horse Mackerel,Pelagic,0.003,0.003,3.68
11,Plymouth,Devon,England,UK,10m&Under,Lemon Sole,Demersal,0.0857,0.0825,540.35
11,Plymouth,Devon,England,UK,10m&Under,Ling,Demersal,0.0833,0.0733,209.04
11,Plymouth,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.0925,0.0925,1296.52
11,Plymouth,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.0337,0.0337,108.17
11,Plymouth,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,1.2746,0.4251,4523.06
11,Plymouth,Devon,England,UK,10m&Under,Mullet,Demersal,0.0242,0.0242,219.08
11,Plymouth,Devon,England,UK,10m&Under,Other Demersal,Demersal,0.9082,0.8645,4769.25
11,Plymouth,Devon,England,UK,10m&Under,Other Pelagic,Pelagic,0.0089,0.0089,26.36
11,Plymouth,Devon,England,UK,10m&Under,Other Shellfish,Shellfish,0.0511,0.0511,122.03
11,Plymouth,Devon,England,UK,10m&Under,Plaice,Demersal,0.645,0.6153,1657.3
11,Plymouth,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,1.6806,1.4397,10837.83
11,Plymouth,Devon,England,UK,10m&Under,Saithe,Demersal,0.0228,0.0194,35.43
11,Plymouth,Devon,England,UK,10m&Under,Sardines,Pelagic,7.477,7.477,3263.44
11,Plymouth,Devon,England,UK,10m&Under,Scallops,Shellfish,1.1216,1.1216,3946.5
11,Plymouth,Devon,England,UK,10m&Under,Skates and Rays,Demersal,0.9283,0.7152,1584.03
11,Plymouth,Devon,England,UK,10m&Under,Sole,Demersal,0.3118,0.3013,4116.35
11,Plymouth,Devon,England,UK,10m&Under,Squid,Shellfish,0.5283,0.5283,3129.63
11,Plymouth,Devon,England,UK,10m&Under,Turbot,Demersal,0.0814,0.0757,1214.25
11,Plymouth,Devon,England,UK,10m&Under,Whiting,Demersal,0.4618,0.3923,596.74
11,Plymouth,Devon,England,UK,Over10m,Bass,Demersal,0.4399,0.4365,4487.47
11,Plymouth,Devon,England,UK,Over10m,Bream,Demersal,0.0153,0.1068,278.2
11,Plymouth,Devon,England,UK,Over10m,Brill,Demersal,1.8425,1.6926,14339.92
11,Plymouth,Devon,England,UK,Over10m,Cod,Demersal,0.0921,0.0788,378.47
11,Plymouth,Devon,England,UK,Over10m,Crabs,Shellfish,39.7415,39.7415,85045.23
11,Plymouth,Devon,England,UK,Over10m,Cuttlefish,Shellfish,91.1254,91.1254,309275.28
11,Plymouth,Devon,England,UK,Over10m,Dogfish,Demersal,3.5786,3.5786,853.2
11,Plymouth,Devon,England,UK,Over10m,Gurnard,Demersal,7.8988,7.876,10208.64
11,Plymouth,Devon,England,UK,Over10m,Haddock,Demersal,1.8977,1.622,3285.31
11,Plymouth,Devon,England,UK,Over10m,Hake,Demersal,0.1384,0.1255,430.55
11,Plymouth,Devon,England,UK,Over10m,Lemon Sole,Demersal,3.0686,2.9245,20742.69
11,Plymouth,Devon,England,UK,Over10m,Ling,Demersal,0.0399,0.0349,120.23
11,Plymouth,Devon,England,UK,Over10m,Lobsters,Shellfish,0.1099,0.1099,1682.65
11,Plymouth,Devon,England,UK,Over10m,Mackerel,Pelagic,0.0592,0.0674,30.25
11,Plymouth,Devon,England,UK,Over10m,Megrim,Demersal,0.5662,0.534,1382.96
11,Plymouth,Devon,England,UK,Over10m,Monks or Anglers,Demersal,13.6088,4.931,44923
11,Plymouth,Devon,England,UK,Over10m,Mullet,Demersal,0.8942,0.8237,2577.83
11,Plymouth,Devon,England,UK,Over10m,Other Demersal,Demersal,9.1339,8.6105,12690.89
11,Plymouth,Devon,England,UK,Over10m,Other Pelagic,Pelagic,11.296,11.296,10239.04
11,Plymouth,Devon,England,UK,Over10m,Other Shellfish,Shellfish,4.3051,4.3051,8334.82
11,Plymouth,Devon,England,UK,Over10m,Plaice,Demersal,21.2881,20.2775,52309.04
11,Plymouth,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.0782,0.0673,614.1
11,Plymouth,Devon,England,UK,Over10m,Sardines,Pelagic,235.4628,235.4628,197275.73
11,Plymouth,Devon,England,UK,Over10m,Scallops,Shellfish,4.3579,4.3579,14552.42
11,Plymouth,Devon,England,UK,Over10m,Skates and Rays,Demersal,3.1685,2.0523,4309.6
11,Plymouth,Devon,England,UK,Over10m,Sole,Demersal,6.7575,6.4866,76350.21
11,Plymouth,Devon,England,UK,Over10m,Squid,Shellfish,11.6385,11.6385,61477.63
11,Plymouth,Devon,England,UK,Over10m,Turbot,Demersal,2.1417,1.9732,25364.65
11,Plymouth,Devon,England,UK,Over10m,Whiting,Demersal,5.9498,5.1616,7676.95
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.0366,0.0366,239.93
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Bream,Demersal,0.0014,0.0014,14.74
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Brill,Demersal,0.0072,0.0068,49.4
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Cod,Demersal,0.0044,0.0038,9.06
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Cuttlefish,Shellfish,0.2674,0.2674,887.24
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Dogfish,Demersal,0.012,0.0088,3.32
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Gurnard,Demersal,0.2404,0.2404,126.96
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Hake,Demersal,0.0175,0.0159,7.75
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Horse Mackerel,Pelagic,0.0004,0.0004,0.1
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Lemon Sole,Demersal,0.0218,0.0211,162.69
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Ling,Demersal,0.0012,0.0011,1.21
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Mackerel,Pelagic,0.0191,0.0191,16.96
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Monks or Anglers,Demersal,0.2057,0.0686,760.12
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Mullet,Demersal,0.0117,0.0117,38.71
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Demersal,Demersal,0.1806,0.1605,168.54
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Pelagic,Pelagic,0.0036,0.0036,0
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Plaice,Demersal,0.0382,0.0366,96.67
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Pollack (Lythe),Demersal,0.1643,0.1408,448.08
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Scallops,Shellfish,1.67,1.67,4131
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Skates and Rays,Demersal,0.029,0.0158,38.3
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Sole,Demersal,0.0866,0.0835,976.46
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Squid,Shellfish,0.0895,0.0895,526
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Turbot,Demersal,0.0074,0.0069,81.54
11,Polperro,Cornwall and Isles of Scilly,England,UK,10m&Under,Whiting,Demersal,0.1635,0.1388,188
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Bass,Demersal,0.0019,0.0019,18.14
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Bream,Demersal,0.0005,0.0005,1.87
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Brill,Demersal,0.0033,0.003,22.24
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Cod,Demersal,0.0011,0.001,5.71
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Cuttlefish,Shellfish,0.0706,0.0706,251.8
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Gurnard,Demersal,0.0964,0.0964,47.97
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Haddock,Demersal,0.464,0.3966,1174.23
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Hake,Demersal,0.0067,0.0061,3.23
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Lemon Sole,Demersal,0.0316,0.0302,238.1
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Megrim,Demersal,0.0073,0.0069,4.34
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Monks or Anglers,Demersal,0.2228,0.0742,586.35
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Mullet,Demersal,0.0017,0.0017,19.21
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Other Demersal,Demersal,0.139,0.1331,134.05
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Plaice,Demersal,0.0615,0.0587,42.84
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Skates and Rays,Demersal,0.1121,0.0537,108.92
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Sole,Demersal,0.0116,0.0112,114.41
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Squid,Shellfish,0.1615,0.1615,946.23
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Turbot,Demersal,0.0026,0.0026,33.57
11,Polperro,Cornwall and Isles of Scilly,England,UK,Over10m,Whiting,Demersal,0.5343,0.4528,661.56
11,Polruan,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.1707,0.1707,3180.15
11,Poole,Dorset and Somerset,England,UK,10m&Under,Bass,Demersal,0.2041,0.2051,2078.29
11,Poole,Dorset and Somerset,England,UK,10m&Under,Bream,Demersal,0.0492,0.0492,108.08
11,Poole,Dorset and Somerset,England,UK,10m&Under,Brill,Demersal,0.158,0.1467,911.87
11,Poole,Dorset and Somerset,England,UK,10m&Under,Cockles,Shellfish,1.5295,1.5295,3708.8
11,Poole,Dorset and Somerset,England,UK,10m&Under,Cod,Demersal,0.0256,0.0216,60
11,Poole,Dorset and Somerset,England,UK,10m&Under,Crabs,Shellfish,1.3594,1.3504,4084.08
11,Poole,Dorset and Somerset,England,UK,10m&Under,Dogfish,Demersal,0.0057,0.0042,0.88
11,Poole,Dorset and Somerset,England,UK,10m&Under,Gurnard,Demersal,0.0236,0.0235,38.15
11,Poole,Dorset and Somerset,England,UK,10m&Under,Lobsters,Shellfish,0.0836,0.0836,1408.05
11,Poole,Dorset and Somerset,England,UK,10m&Under,Mackerel,Pelagic,0.0013,0.0013,3.25
11,Poole,Dorset and Somerset,England,UK,10m&Under,Mullet,Demersal,0.2849,0.2846,2029.79
11,Poole,Dorset and Somerset,England,UK,10m&Under,Other Demersal,Demersal,0.1238,0.1157,196.59
11,Poole,Dorset and Somerset,England,UK,10m&Under,Other Shellfish,Shellfish,22.8615,22.8615,109434.1
11,Poole,Dorset and Somerset,England,UK,10m&Under,Plaice,Demersal,0.9833,0.9377,2222.84
11,Poole,Dorset and Somerset,England,UK,10m&Under,Pollack (Lythe),Demersal,0.0265,0.023,57.78
11,Poole,Dorset and Somerset,England,UK,10m&Under,Skates and Rays,Demersal,0.7782,0.3725,1032.41
11,Poole,Dorset and Somerset,England,UK,10m&Under,Sole,Demersal,1.1844,1.1402,13120.73
11,Poole,Dorset and Somerset,England,UK,10m&Under,Squid,Shellfish,0.0185,0.0185,122.03
11,Poole,Dorset and Somerset,England,UK,10m&Under,Turbot,Demersal,0.1332,0.1253,1282.69
11,Poole,Dorset and Somerset,England,UK,10m&Under,Whelks,Shellfish,0.178,0.178,320.4
11,Poole,Dorset and Somerset,England,UK,10m&Under,Whiting,Demersal,0.0049,0.0042,6.26
11,Poole,Dorset and Somerset,England,UK,Over10m,Crabs,Shellfish,2.4131,2.4131,6703.71
11,Poole,Dorset and Somerset,England,UK,Over10m,Lobsters,Shellfish,0.2112,0.2112,3510.3
11,Poole,Dorset and Somerset,England,UK,Over10m,Other Demersal,Demersal,0.0787,0.07,69.4
11,Poole,Dorset and Somerset,England,UK,Over10m,Whelks,Shellfish,4.544,4.544,5515.04
11,Port Appin,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.5779,0.5779,3814.07
11,Port Ellen,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,6.328,6.328,21483.04
11,Port Ellen,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.116,0.116,1993.82
11,Port Ellen,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.236,3.236,46191.58
11,Port Erroll,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.085,0.085,196.69
11,Port Erroll,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.027,0.027,503.28
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.008,0.008,67.5
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,2.418,2.418,5868.83
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.221,0.221,3399.62
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,Over10m,Bass,Demersal,0.195,0.195,1903.2
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,Over10m,Lobsters,Shellfish,0.002,0.002,30.66
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,Over10m,Mullet,Demersal,0.0005,0.0005,2.64
11,Port Isaac,Cornwall and Isles of Scilly,England,UK,Over10m,Other Demersal,Demersal,0.1,0.1,0
11,Port Seton,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.0905,0.0905,277.85
11,Port Seton,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0715,0.0715,1332.76
11,Port Seton,Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,4.0504,2.7835,12251.74
11,Port Seton,Eastern Scotland,Scotland,UK,10m&Under,Whelks,Shellfish,5.211,5.211,6565.86
11,Port Seton,Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,7.614,4.92,26824.82
11,Port St Mary,UK islands,Isle of Man,UK,10m&Under,Crabs,Shellfish,0.5725,0.5725,1106.85
11,Port St Mary,UK islands,Isle of Man,UK,10m&Under,Lobsters,Shellfish,0.5918,0.5918,10105.79
11,Port St Mary,UK islands,Isle of Man,UK,10m&Under,Scallops,Shellfish,6.105,6.105,15925.35
11,Port St Mary,UK islands,Isle of Man,UK,Over10m,Crabs,Shellfish,1.2655,1.2655,2531.75
11,Port St Mary,UK islands,Isle of Man,UK,Over10m,Lobsters,Shellfish,0.4689,0.4689,10704.83
11,Port St Mary,UK islands,Isle of Man,UK,Over10m,Scallops,Shellfish,28.4816,28.4816,58694.34
11,Port William,South Western Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,0.6231,0.6231,11614.58
11,Port William,South Western Scotland,Scotland,UK,Over10m,Whelks,Shellfish,1.211,1.211,1525.86
11,Portaferry,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,12.2302,12.2302,14951.85
11,Portaferry,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.4283,0.4283,5211.7
11,Portaskaig,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,10.644,10.644,33237.7
11,Portaskaig,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0381,0.0381,710.18
11,Portaskaig,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,2.44,2.44,5564.39
11,Portavogie,Northern Ireland,Northern Ireland,UK,10m&Under,Crabs,Shellfish,4.6406,4.6406,10362.95
11,Portavogie,Northern Ireland,Northern Ireland,UK,10m&Under,Lobsters,Shellfish,0.0364,0.0364,530.9
11,Portavogie,Northern Ireland,Northern Ireland,UK,10m&Under,Scallops,Shellfish,20.3296,20.3296,52313.78
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Brill,Demersal,0.2854,0.2621,709.84
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Cod,Demersal,5.1021,4.347,12115.43
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Crabs,Shellfish,1.1862,1.1712,419.82
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Dogfish,Demersal,17.32,17.32,3464
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Gurnard,Demersal,0.0519,0.0499,0
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Haddock,Demersal,11.6558,10.0851,15017.97
11,Portavogie,Northern Ireland,Northern Ireland,UK,Over10m,Hake,Demersal,11.266,10.1499,22517.79
